1	7	12	24	106
310146T3	1	0.544307354721872	0.286714014588663	0.105159522808818	0.0355378487439665
310323T3	1	0.755253879938118	0.553996387300366	0.109298901482225	0.0110678164205689
310174T3	1	0.477161559105968	0.365027121614808	0.0848176494320275	0.0273089244504325
310173T3	1	0.714326898749443	0.460517202970029	0.0881378843146165	0.0099432662380785
310313T3	1	0.615113498767106	0.366518981559781	0.0710671702500929	0.00750275627801792
310040T3	1	0.710217871344583	0.473805732284539	0.0998022086563624	0.00841759541098804
310257T3	1	0.644427448308174	0.511189211343209	0.0806391913967062	0.00941984364146241
310192T3	1	0.443271926777262	0.255392223817348	0.0483723609265815	0.00168702250941473
310031T3	1	0.494714517536975	0.380854284735778	0.0682497521772703	0.00922809218908159
310287T3	1	0.569280405894409	0.362685008399815	0.0803342862038416	0.00593908876030909
310304T3	1	0.568722502863334	0.330170456926354	0.0565760129579953	0.000799624366213866
310282T3	1	0.578011265863445	0.31414060054357	0.0519638300523004	0.000606150353259094
310222T3	1	0.538776109176209	0.291083815313092	0.0585904150989517	0.000900613073297134
930011D1	1	0.454667909466377	0.312841531369415	0.0361514467131593	0.000956196145805138
930012D1	1	0.449548453456344	0.295778847478343	0.0360432631222035	0.000785913407291692
930013D1	1	0.458516841281796	0.304564423169421	0.0335924903125598	0.000580923414016714
930014D1	1	0.626944400765298	0.443726930039117	0.0634486922002348	0.000435530845788442
930015D1	1	0.663447682686324	0.485787161949048	0.0795749700661486	0.000456537764186821
930016D1	1	0.477276314641749	0.240710416538386	0.0399513884176444	0.000371216088602736
930017D1	1	0.471759555322248	0.273668251573863	0.0366065367573781	0.000471865452419534
930018D1	1	0.387288925079384	0.212847031362358	0.0351197495432293	0.00042556354313705
930019D1	1	0.431482538441095	0.230054389581702	0.0354065599503215	0.000492982032467256
930020D1	1	0.459127420826188	0.259504664850574	0.0439044486337624	0.00177916928689751
930021D1	1	0.655639869882821	0.433432623464108	0.0778190562956034	0.00613911476811832
930022D1	1	0.535857526468406	0.319944276914098	0.0701669741940624	0.0100716142637646
930023D1	1	0.571569982058687	0.336944441824199	0.0591635987886231	0.00475552396560614
930024D1	1	0.568277993580179	0.4201695822262	0.0736815938289196	0.006355194568063
930025D1	1	0.607466939771049	0.461053108719141	0.0940919281048454	0.0160314939558976
930026D1	1	0.616217793048914	0.402464053868235	0.0827386051326081	0.00522230082029294
930027D1	1	0.661244094117937	0.429592966324554	0.096851971941181	0.00633736727725314
930028D1	1	0.591046103813909	0.383289630348742	0.089232920237329	0.00677030845043554
120021B1	1	0.536721973847107	0.298860266645854	0.0491395283085372	0.0012966607893108
120001B1	1	0.458144231835641	0.269802033669223	0.0561958089022979	0.00118843478455062
120003B1	1	0.609658833333889	0.359140571398105	0.0594508122646854	0.000953019757726745
120004B1	1	0.671458888042673	0.473989765743257	0.0672807488369443	0.00110863862125748
120005B1	1	0.673571793930334	0.445506715695627	0.0702077544021717	0.000970633010907417
120006B1	1	0.693237271281759	0.454760371648525	0.0683017164482786	0.000964368512623851
120007B1	1	0.634894300664434	0.424802804405271	0.0720511116040717	0.000974279876756737
120008B1	1	0.60100239758316	0.352549574847562	0.0630843171751323	0.000993505294893109
120009B1	1	0.556234445048783	0.310954784516889	0.0589831991004628	0.00103440069872273
120018B1	1	0.586096061492245	0.327762670485119	0.074660901646774	0.0193111737515599
120019B1	1	0.582096417368882	0.338938885165696	0.0564426452607543	0.00191965125079268
120020B1	1	0.616623334603615	0.365218281023001	0.0551232975962489	0.00138895368931334
220022B1	1	0.443563138508982	0.278027377801873	0.0575818535403785	0.00136316948209891
220024B1	1	0.605603134763062	0.31744066483137	0.0595443333365049	0.00500056135919526
220025B1	1	0.619215311988072	0.353991395529379	0.0681658454137717	0.00371984868774605
220027B1	1	0.593273918562048	0.311505493982746	0.0602090381974049	0.00253560211198931
220030B1	1	0.47246797318362	0.254011876149856	0.0515416818703193	0.00256986488070586
320046B1	1	0.724008803166764	0.591195831792699	0.107807123227758	0.00117130329522446
320047B1	1	0.477177881843265	0.227636405508765	0.0535340456720814	0.00062472408201757
320048B1	1	0.502582660246917	0.294959313661924	0.0601215073665989	0.000822736153857262
320052B1	1	0.682293627604424	0.493667295443792	0.080141539639895	0.000991791420528683
420054B1	1	0.536717096327902	0.314206667326722	0.0549638542514358	0.000834275315209152
420055B1	1	0.532532668224986	0.304269655503548	0.0558803882523705	0.000940119621214459
420056B1	1	0.544678457939983	0.323196670529467	0.0561588880380658	0.000783644058183375
420061B1	1	0.509483440550038	0.294846494308732	0.0567762324835484	0.000993348807673836
420062B1	1	0.513656369450247	0.30121345199878	0.0573573580613926	0.000882575600992666
420063B1	1	0.530357267199041	0.319100560463789	0.0579229781761123	0.000849391466404761
420064B1	1	0.582005204687449	0.343238001115181	0.0570969472062192	0.000711757589461752
420065B1	1	0.589410492113336	0.321669712004964	0.0580420195881251	0.000833936036164706
420066B1	1	0.573619738349811	0.337592516046459	0.0560062674355986	0.000762062251586341
420067B1	1	0.569195079504926	0.32443603586453	0.0568143615140297	0.000946477745792493
420068B1	1	0.556189839771733	0.316535235413969	0.0543866731580194	0.000886965157002101
420069B1	1	0.590585469672533	0.352988222589598	0.057329439503061	0.000883823400434905
520070B1	1	0.509044068946036	0.315950009170313	0.0617573430594785	0.000890164985080918
520071B1	1	0.493928171298839	0.302971497866099	0.0619908072757771	0.000889193306675
520072B1	1	0.493884339394258	0.277434913513547	0.0606517271457571	0.000915914676640973
520073B1	1	0.442716880700147	0.27162777645236	0.0558273936366999	0.000882899175298518
520074B1	1	0.623596038838335	0.384389973576794	0.0634527382508642	0.000883382231468519
520075B1	1	0.621852572631148	0.36649305289175	0.0630903349830437	0.00100167816842728
520076B1	1	0.435332809649004	0.269166030584713	0.0552187377227929	0.000901096318133319
520077B1	1	0.682988043150263	0.455251950416637	0.070843173967486	0.000857796585497776
520078B1	1	0.67432699017061	0.44847652747014	0.0686371727615151	0.00102533303403227
520079B1	1	0.457540166732802	0.268022421874792	0.0603311838324236	0.000848775284000895
520080B1	1	0.702330625446334	0.469791077298897	0.0787499188656098	0.000709187487916811
520081B1	1	0.718798795278932	0.438262189129081	0.0763060278069961	0.000928713012449164
520082B1	1	0.450199551566099	0.278701043711978	0.0583569632636394	0.000894327988158697
520083B1	1	0.600279616532885	0.363883839271604	0.0639266684108754	0.000856936335967944
520084B1	1	0.610767486222795	0.350722506470481	0.060025193378138	0.00100457405810463
520085B1	1	0.498588858672998	0.308059979092567	0.0674648425446891	0.00101075547665466
620087B1	1	0.553737662239584	0.351819920901085	0.0748061805200565	0.00094954076623808
620088B1	1	0.570954582047064	0.366942400842025	0.0759281813643236	0.0010074746729095
620122B1	1	0.449281605874096	0.280058247695427	0.0621771500691737	0.000897099778438311
620123B1	1	0.475861768806164	0.292899423354872	0.0603290020104757	0.000831076849014777
620125B1	1	0.56684570222363	0.321927190069188	0.0538563791234309	0.000869917720043548
620126B1	1	0.743366690303378	0.533744140683304	0.0733997561396161	0.000701811201494808
620127B1	1	0.695147866130642	0.501255349820004	0.0722867350494079	0.000793752108019103
620128B1	1	0.705751171779492	0.527454307407272	0.0806267732685329	0.000819994438126485
620129B1	1	0.529018169990888	0.315384801954717	0.0582047440599245	0.000956068800307488
620130B1	1	0.571596117608443	0.262695584048359	0.0554806080276811	0.00100806313368099
620089B1	1	0.693618227570957	0.451967286738961	0.0738339452978528	0.000742324886624895
620090B1	1	0.632290223025313	0.35757254423161	0.0649000584789221	0.00102610096532863
620091B1	1	0.687072852171905	0.47007843394711	0.0785656168932051	0.00088147494702437
620092B1	1	0.657165844085516	0.461633832702268	0.0751894691399753	0.00101434961068325
720095B1	1	0.641992482602127	0.422534004768746	0.0592388845232712	0.000765798945059632
720096B1	1	0.59626558822496	0.376257037242841	0.0577304179047539	0.000731699955019412
720097B1	1	0.624971561038368	0.377498782273645	0.0593818398476773	0.000763052369450243
720098B1	1	0.610184703574572	0.378408930176561	0.059233652248318	0.000779587374592375
720099B1	1	0.598864870421271	0.314549026379878	0.0555762456879729	0.000738815884035493
720100B1	1	0.610197236589275	0.380090905468948	0.0587960831853724	0.000809574944425206
720101B1	1	0.574026479997127	0.336465251335885	0.0551459246039166	0.000759507226623956
720102B1	1	0.630445851561485	0.389107633652021	0.05936695244914	0.000871533352118852
720103B1	1	0.574850316644046	0.354676061538884	0.059500452116062	0.000746811527427012
720104B1	1	0.629935174724047	0.397887735408692	0.0610952371332448	0.000812069675510754
720105B1	1	0.687983379162089	0.475666688438677	0.0662451695819261	0.000799130066504647
720106B1	1	0.608185638255463	0.378097240576598	0.061847132540144	0.000808805007067928
720107B1	1	0.640415081447657	0.394141684202312	0.0581865282923137	0.000880121468782043
720108B1	1	0.718206468376534	0.495767555682084	0.0705683835170995	0.00084221806012353
101003T1	1	0.526794549226614	0.326313316302115	0.0586225879674237	0.000868779733290973
