1	7	12	24	106
130006D1	1	0.777109110863109	0.642362303439402	0.244425167019341	0.020019190746703
130008D1	1	0.764132048257496	0.674817582831412	0.193955027016029	0.0107455785982331
130009D1	1	0.737214386337185	0.642466115757675	0.194087648307625	0.0114843292863333
130010D1	1	0.674517738046868	0.523472150330783	0.146143817240729	0.00787504624560554
130011D1	1	0.890588090033849	0.814751503573241	0.352463300575806	0.0404692210709021
130012D1	1	0.906021569750301	0.71815279633138	0.27277374691313	0.0200527066308924
130013D1	1	0.726435307785583	0.621100037791535	0.18385817252788	0.0102242466147297
110001T1	1	0.761990798011682	0.624696658639481	0.17579097025984	0.00989370455350659
110002T1	1	0.729124203859981	0.600976770160967	0.181087180920799	0.0120977711898612
110003T1	1	0.65218760643619	0.508655897230013	0.149636813826446	0.00997456472463535
110004T1	1	0.716758998407747	0.631890496062903	0.183792718838816	0.00962922208857025
110005T1	1	0.868221343209742	0.713854558990141	0.222030630767243	0.0159735890351598
110006T1	1	0.574968890927229	0.459382476054614	0.185033647333935	0.0151446534023988
110007T1	1	0.677148944786393	0.545475156371603	0.172266378672605	0.0109838566888802
110008T1	1	0.775061713354793	0.664478798939714	0.23851907154947	0.0188055859741813
110009T1	1	0.688611103146468	0.567094603809323	0.196521785170261	0.014843629991698
110010T1	1	0.74022808481105	0.565452355199969	0.199548367796169	0.0149634858378608
1100011T1	1	0.799665685822996	0.733929466743529	0.33585951520587	0.0324697432921585
130001D1	1	0.830101008024147	0.68840075024068	0.244116512383015	0.0159556922752572
130002D1	1	0.812549529366166	0.613389757017152	0.253257246664421	0.0168365084815394
130003D1	1	0.910987230745608	0.817096564029453	0.385451554341774	0.0372301063254878
130004D1	1	0.748200406352108	0.630815573202315	0.229601682409719	0.015836971277353
130005D1	1	0.696406873896181	0.556230054064912	0.200564071566239	0.0164388559942895
120001B1	1	0.561724754693884	0.467622599084379	0.204141102591821	0.0174442046161094
120003B1	1	0.626252127717669	0.443916394036836	0.152549052230382	0.0111705722074947
120004B1	1	0.743032936100573	0.600033914352859	0.224306073498489	0.0178449515159668
120005B1	1	0.671885363534293	0.538774807478905	0.21017839172928	0.0179918271324692
120006B1	1	0.724546360189249	0.574099730931791	0.212480764525657	0.0167838809373312
120007B1	1	0.650601562384662	0.539879097581095	0.221431253892969	0.0175492056175216
120008B1	1	0.717474989892998	0.54305080887137	0.219987701118715	0.0175927774109987
120009B1	1	0.687852500133794	0.562799525810959	0.240137023498239	0.019982778980273
120012B1	1	0.687764782017343	0.515768364227294	0.183320091953135	0.0132826089279291
120017B1	1	0.784990689533334	0.701029510801858	0.304575764113269	0.0234885917051193
120018B1	1	0.767572708307215	0.571942776350079	0.239157302299379	0.0363240734991385
120019B1	1	0.779784031132622	0.571328337298625	0.230718689057002	0.0186983461695205
120020B1	1	0.766895497178903	0.567967451355936	0.212301705329702	0.0168547672883573
220022B1	1	0.547370212325027	0.430994333798324	0.185173435206039	0.0157651703338213
220024B1	1	0.769835401327571	0.482591824769557	0.199854150892576	0.0220638244381342
220025B1	1	0.683874515797543	0.561571241217943	0.252550706334791	0.0228195520742537
220026B1	1	0.671789526391532	0.487416364548446	0.221350081706999	0.0190086169641285
220027B1	1	0.718085630884097	0.474237283859863	0.192771745859428	0.0149200532806337
220028B1	1	0.598248154504961	0.429677473684573	0.188822328420449	0.0143610378319534
220029B1	1	0.63237399485824	0.488582741596039	0.220074264670919	0.0181253051663508
220030B1	1	0.61285121629543	0.456260255633348	0.212464708192216	0.0175437883127098
220031B1	1	0.659654982129666	0.489071016803021	0.181561980368265	0.0129672327345957
