Ann_long_1	Ann_long_2	Ann_long_3	Ann_long_4	Ann_long_5	Ann_long_6	Ann_long_7	Ann_long_8	Ann_long_9	Ann_long_10
220028B1	1	0.807670562288083	0.559908122008513	0.312030200241001	0.155307595723945	0.0761142014313209	0.0406894432088364	0.034942797088208	0.00740757443011923	0.004214471701803
220029B1	1	0.748074323662751	0.586392928774844	0.312891370102019	0.150832675073192	0.0647397132772057	0.0419873517171293	0.0317012872240841	0.00962279015295367	0.00454266913937109
220031B1	1	0.829857194710449	0.595903675273215	0.340476350852051	0.182804935279568	0.0785920415158344	0.0566057308480964	0.0456071004000326	0.0124372068984413	0.00629466924139342
320038B1	1	0.830944607526519	0.625202508348904	0.321057338068371	0.175064487597089	0.0846668052476549	0.0482959064751161	0.0399722290157965	0.0098650482805563	0.00590771144132626
320039B1	1	0.755703968199069	0.5939342001849	0.295717390285282	0.157216364838948	0.074935318288101	0.042771771733518	0.0373182118919131	0.00795293813763273	0.00495751473213256
320040B1	1	0.811840916816709	0.601395382499832	0.29784172691258	0.154449426824769	0.0688575080737628	0.03820412567797	0.0349059125176963	0.00581487074783667	0.00297755461520334
320041B1	1	0.82216173350285	0.634706676090832	0.327655365126011	0.175016810494665	0.0879808936346654	0.0489278447986862	0.0426214302326419	0.0104199390773666	0.00614460909363028
320042B1	1	0.826401946173044	0.641491249382906	0.307531804531575	0.171706209583941	0.0779860741586828	0.0427002561348842	0.0403089470437802	0.0062730382846163	0.00311760004861301
320043B1	1	0.840820163881602	0.646420910167826	0.350049478345549	0.192325239851282	0.106142468862885	0.0627157885812131	0.0560791878007532	0.0164089682475628	0.0104805107713562
320044B1	1	0.761381234797281	0.579873676045946	0.287290819534172	0.159054220627244	0.0754697085107849	0.0406667678129343	0.0375259447807394	0.00774266305641494	0.00421880316249917
320045B1	1	0.903503726710765	0.702237056675693	0.415443634147007	0.215415828166366	0.108877445529651	0.0730649974942834	0.0602123916120591	0.0189457238803336	0.0128714119880731
320049B1	1	0.820995451672824	0.620688251917291	0.334506212995092	0.176226588262665	0.0918043980668456	0.0513883160037959	0.0427514502785622	0.00934390609766639	0.00503857180206895
320050B1	1	0.824326512505345	0.626595370685323	0.327789248777466	0.184414283356732	0.0958690650648694	0.0584322944483369	0.0568594482231448	0.01461344804357	0.00882935812941422
320051B1	1	0.825424357047873	0.611071420285176	0.311434107848946	0.164771653141173	0.0832206639024842	0.0442297408052958	0.04212571846425	0.0090721575670195	0.00568676618548723
320053B1	1	0.769097414307678	0.561288797711186	0.280711936094002	0.136126006174561	0.0645388540964539	0.0360437807201138	0.0301354138199203	0.00696631350427407	0.00398759278372193
420057B1	1	0.844650324780824	0.630910846190476	0.324563788919166	0.173554012654478	0.0869233367921531	0.0479901592419187	0.0409758338818855	0.00884532140065404	0.00520971674582023
420058B1	1	0.831338761641924	0.6182829320783	0.344421069624868	0.168963615731776	0.0810590247456097	0.0544566993981138	0.0436460981701792	0.0155901154919909	0.00812218450445969
420059B1	1	0.848606166435332	0.712091024835173	0.381273071300894	0.219255127017142	0.110220649619773	0.0858909099867796	0.0815643925716963	0.0323449606869035	0.0196200003876152
420060B1	1	0.866863931548196	0.663844377177127	0.350764780208468	0.194503580801374	0.0951007493290123	0.0569274857749018	0.0513951963272144	0.0124183009171207	0.00655084122537614
620121B1	1	0.934320788451669	0.722297179088221	0.376709029336123	0.211897530273786	0.106461530527241	0.0567561926916541	0.0522367160207291	0.0119450864453521	0.00800432433519618
620124B1	1	0.864058218204531	0.696286185120553	0.356453882024773	0.189535221897855	0.0956097742226543	0.0552963106366068	0.0521143822988753	0.0099065628630931	0.00629263775446296
310001T1	1	0.650231796998805	0.478221912155937	0.12157645179893	0.0796131595589639	0.0286169946451548	0.0199551551686271	0.0224720345710336	0.00683950475048233	0.00478279828975639
310002T1	1	0.652274018222865	0.44235680904143	0.108026675935711	0.065052219884681	0.023599844562842	0.0158963252908291	0.0176286223511862	0.00513990607152128	0.00413850175983698
310003T1	1	0.839988028493722	0.749922408503066	0.415724943848514	0.295582145840271	0.167465566875259	0.103595697962487	0.105367264973591	0.00822966648280564	0.00233070394759586
310004T1	1	0.631382344107663	0.52162828369589	0.198890967512462	0.141664602707529	0.082136722968869	0.0607930613851026	0.0705325132992078	0.0326717656015352	0.0229227053179878
310005T1	1	0.927431637024897	0.835694750538737	0.481061905704407	0.336571412052319	0.206169166121372	0.140818041456551	0.142746356271567	0.0200956725069106	0.00488698991398688
310006T1	1	0.659816749413404	0.532674540417667	0.132843376163136	0.0791883880952833	0.0323023017455947	0.0289686972853711	0.0248225114008569	0.0100649206528933	0.00758909281286377
310007T1	1	0.754618901234625	0.53984543766976	0.15927458441806	0.120743524275144	0.0546785149318496	0.0359918875389661	0.0396391963357188	0.0131991918748278	0.00933341373735209
310008T1	1	0.63445204151241	0.482989906998766	0.171058447517015	0.118253904021529	0.0584554628453883	0.0506542574249276	0.049784644953285	0.0232129492391329	0.0138679689628036
310009T1	1	0.624400739920171	0.479978533764859	0.138232392253571	0.095148024479411	0.0387085645573305	0.0334872693983207	0.0368894073955114	0.0155238707120302	0.0116337653431697
310010T1	1	0.696528084345744	0.500006282392863	0.177373556912099	0.0978703145213491	0.042987043920447	0.0246160164778607	0.0256024040017137	0.00825870475982556	0.00631044951277121
310011T1	1	0.784143281714396	0.607196006944428	0.167242649850155	0.115567287966037	0.0471019535827654	0.034178134159123	0.0369528457673126	0.0148284730691347	0.00953983848742368
310012T1	1	0.666644851283675	0.614136116192304	0.230047234297413	0.153327480480636	0.0867014883088735	0.0650612797852249	0.0697607879059383	0.0305275032057879	0.018872025433561
310013T1	1	0.678709156505571	0.492323005457616	0.153386869927859	0.090711430802698	0.0394524420229618	0.0276803550423743	0.0291917963472447	0.0108259082446968	0.00770200424946621
310014T1	1	0.663922505138715	0.498189287490976	0.151517750409575	0.0980486208603912	0.046708047784655	0.0424153261926484	0.0375140980734359	0.0224549354688331	0.013197169269007
310015T1	1	0.651397646027041	0.535455885859163	0.218730150464258	0.152827419134931	0.0950119651118453	0.0727794963417011	0.0740841453364075	0.0470111790806821	0.0304019273612367
310016T1	1	0.663066250667689	0.557613601354627	0.202623272152894	0.126373554950518	0.0682680793405206	0.0524373563611753	0.0535326138965891	0.0253986122909049	0.0139677340994202
320001D1	1	0.686660869213041	0.49198271463179	0.162979926817853	0.102038258076771	0.043110188229606	0.0343037386635202	0.0344652130150924	0.0144030736170474	0.0110414632113035
320002D1	1	0.649126907944903	0.498798223555416	0.161160720513409	0.0985003161213011	0.0418558345170171	0.0345558414277368	0.0335814106082617	0.012663812194733	0.00953484316940248
320003D1	1	0.644698181767835	0.482314828599818	0.15091083667747	0.0911107268349245	0.038687903971064	0.0351055555193216	0.0323547943702552	0.010533478412641	0.0113397401258336
320004D1	1	0.575767571625364	0.442168351149055	0.147790983347456	0.0909088231110327	0.0439366690726227	0.0294707231485781	0.0306612044321976	0.0104562681549961	0.0104321469708449
320005D1	1	0.643341038582683	0.429344870992269	0.157082989532179	0.0812077658734756	0.0348278418050553	0.023794815252904	0.0205466547399328	0.00667241205066056	0.00462248998671266
320006D1	1	0.694014095954201	0.504130059289527	0.176210152995804	0.0872674104750764	0.0332273001184145	0.0246664319784169	0.017746911538455	0.00372930656194731	0.00343963858509052
320007D1	1	0.659462963028792	0.482252950540802	0.167057790718536	0.0780180073404589	0.0317179814312524	0.0209446408353388	0.0191274488957073	0.0071890092465613	0.00502750924116558
320008D1	1	0.658706643603764	0.456844317237151	0.161535378623227	0.0842272813207817	0.0304047651846315	0.0218867068580374	0.0170540727052357	0.00617346041350808	0.0038035039011087
820117B1	1	0.808773131038329	0.594219686501825	0.27090034350208	0.133383948247237	0.0597840679181498	0.0293293243694741	0.0247941671172657	0.00650574567358183	0.00462323632375541
930001D1	0.953988169628616	1	0.932424572641091	0.58947089429284	0.473414058748731	0.336346547220798	0.24722828712347	0.278845319955239	0.120397809803626	0.0552587075451794
930002D1	0.934698871299166	1	0.93795777640018	0.614088728378622	0.476126118598587	0.340431867564799	0.253978335053371	0.280908234135756	0.153363543977329	0.084039643137596
930003D1	1	0.916773789176009	0.758496146379196	0.421323492289966	0.224190163520448	0.121799307324693	0.074200797236124	0.0617863949569607	0.00625991400299517	0.00331583627796615
930004D1	1	0.913915592847071	0.760394133015025	0.417721800849342	0.222182651321014	0.11724753304098	0.0684082824714134	0.0595860552655695	0.00552938542367357	0.00280833986586197
930005D1	1	0.6913799867862	0.613651500270779	0.410823864506771	0.276460554709026	0.204268104600163	0.212447348758877	0.170456446483531	0.108374747386844	0.0561749402140805
930006D1	1	0.952113680691153	0.759840593296956	0.456583714158426	0.247946741077475	0.150712223295293	0.113570315327888	0.100039727096386	0.0279748463563726	0.0120481251724234
930007D1	1	0.907163522842342	0.730048965665441	0.481178530463847	0.306078767592413	0.23661693000597	0.209498957314508	0.137300719667766	0.0586827058421908	0.0211410299723324
930008D1	1	0.774035306607304	0.647554846484872	0.403684135641561	0.221784254099806	0.135565193772356	0.10688249287131	0.0867378823828575	0.0339086062892326	0.0224584817866305
930009D1	1	0.990856325424166	0.792874294150797	0.481632249640827	0.26408599473072	0.16282259660782	0.115933926338894	0.083723974173449	0.0279972554882706	0.0153999833463828
930010D1	1	0.940240698861589	0.666078500711396	0.356965279983614	0.162094417544625	0.0984287913490446	0.0700764890181247	0.02880043129945	0.00622136937550551	0.00281120046573378
310167T3	1	0.824418258327401	0.708350980740417	0.452112583045448	0.302035341431994	0.193816824662733	0.145721420618563	0.118846251027781	0.0746993041208328	0.05274869311308
310168T3	1	0.895707198205357	0.714494755501817	0.433499425868346	0.252851978291888	0.15639924499928	0.131790939539422	0.0904740488339231	0.0337326132409169	0.0174760430225329
310169T3	1	0.88567437383083	0.790132449412334	0.478665529467886	0.325556889784207	0.23127040649119	0.173010145169719	0.147087335702458	0.0689774564199518	0.0381370270112703
310144T3	1	0.582878896559791	0.458838250997434	0.174424939091558	0.0923325576918747	0.0503476523718469	0.0298901055531826	0.0200420978332194	0.00793635953305844	0.00407930734079643
310336T3	1	0.652640592661591	0.48995421495864	0.353078823936602	0.18777571485507	0.113996254027228	0.0983899170693676	0.0653519492681373	0.0280829859190656	0.0117950984319114
310172T3	1	0.716165692403593	0.500726555488317	0.270605173439141	0.204305789219726	0.13806775623178	0.123584075525906	0.079746154447245	0.0250393707562177	0.0152340386205258
310055T3	1	0.56574179777206	0.473830823903694	0.324986912046901	0.195071729765362	0.108546013850034	0.127684878809078	0.0866133769285881	0.0343814977482581	0.0189057477872646
310054T3	1	0.610187541073816	0.467456051532077	0.259871159759844	0.226902630575683	0.155305122530167	0.0866318945603717	0.0949785661760102	0.042497504694114	0.0244259071869255
310030T3	1	0.719971344317484	0.483048524648375	0.290987731047753	0.168677045810527	0.0861552292345353	0.104375502903764	0.0365868544022572	0.0283881711869737	0.0154716526511315
310194T3	1	0.563785960351854	0.509767459002369	0.262348676578135	0.118389655492565	0.0915471018740816	0.0802342301233018	0.0653863185481927	0.025216360188181	0.0184440523656376
310076T3	1	0.543471155488918	0.493307704968707	0.38918673834793	0.111849179286613	0.0890061385049319	0.102330650114915	0.045690282463447	0.0279815802474007	0.0279512958530797
310170T3	1	0.71779551279764	0.484931044112716	0.352814145978965	0.224927469341608	0.108298530369964	0.0754541963029921	0.049821920716546	0.0253664792896997	0.0120200260619704
310146T3	1	0.667640755289389	0.575125526544125	0.20484307725212	0.149232238265104	0.116838929951729	0.119847104892459	0.0799055224811032	0.0347705798829919	0.0430300073535443
310323T3	1	0.531060594132178	0.337772134637025	0.255616225124856	0.146581898878184	0.0741982930505864	0.070386394936841	0.0846181828042923	0.0535498575530296	0.048239428077672
310174T3	1	0.426543081266803	0.442014126051292	0.277945943090651	0.166331338831093	0.134726881831103	0.0953926256254417	0.0912778818017844	0.0494240659688348	0.0296699125161284
310173T3	1	0.771932551096873	0.817052915081121	0.389411125713419	0.223310879789287	0.118702366023137	0.0781383199058741	0.0562092913835341	0.0139690552872885	0.00931058638643941
310313T3	1	0.756464180919855	0.554467691758922	0.356927761152854	0.224652143221056	0.133619706054642	0.109265610543881	0.0692000861194987	0.0331436258604638	0.0118252294509468
310040T3	1	0.8031758071411	0.634110299219078	0.332951361380535	0.189054238251825	0.115951577615875	0.074404843128648	0.0304277149612919	0.0197166558515794	0.0132257351109694
310257T3	1	0.642555083584731	0.672023838757699	0.34878386060056	0.172126617701572	0.11125267739928	0.124402953280006	0.0746163648175129	0.0349543047732689	0.0197506974090418
310192T3	1	0.615434483889047	0.443491400221454	0.448504871709676	0.209129509246747	0.15506021900017	0.121933121930823	0.08400508900301	0.0515856938460208	0.0164997603974592
310031T3	1	0.435062897903079	0.408018769361262	0.245572827347704	0.131692240762557	0.0540348456541858	0.0366270703187254	0.0382401707193899	0.0093552570337237	0.0136280074181133
310287T3	1	0.875911146425682	0.871835495209654	0.773379354770968	0.519771214993986	0.423545982752018	0.375648577735982	0.401171609055541	0.376920653960533	0.353249385306071
310304T3	1	0.583653629203419	0.427694247450248	0.223377059382459	0.124441997865797	0.0780056414485854	0.0631735861273112	0.0397977600171551	0.0195542810424113	0.0111247150589768
310282T3	1	0.986369342790991	0.860687128839592	0.455774399155357	0.292282918351454	0.156305923578219	0.0946607827301448	0.071778828078818	0.00687632408841429	0.0036167699051248
310222T3	1	0.789120464793794	0.562237944767675	0.402532700908034	0.210965202864072	0.155151859392809	0.109691474877435	0.0888124037337684	0.0951080913648447	0.0684046156304093
930011D1	1	0.762205141310688	0.578329144713055	0.140657218983092	0.098690444319313	0.0416775737823966	0.0316730811584567	0.0349725460665094	0.0257781602483049	0.0235959731788609
930012D1	1	0.704973740980509	0.504049274967236	0.116497316143336	0.0688085315710387	0.0270376928519543	0.0182932419767945	0.0178720815569835	0.0134162825572024	0.0118347678638972
930013D1	1	0.67784430136276	0.480043408210216	0.105288490579412	0.0598330801695458	0.0187239289560826	0.0110030888788199	0.011544005515965	0.00581419549970773	0.00488589161776105
930014D1	1	0.793149658934512	0.622238938709309	0.264638656087012	0.131048644667413	0.0572589840669068	0.0267206098851353	0.0217878019444447	0.00224379182085448	0.00183429963792963
930015D1	1	0.835160701504769	0.69501662820398	0.330629780178424	0.180327327308807	0.0864132787887013	0.04184954386493	0.0360483677589675	0.00220847697733171	0.00160958211331966
930016D1	1	0.90178384096931	0.690934702551734	0.347613785335868	0.16976790008097	0.0884168702889794	0.0477329317440699	0.026803996485155	0.00171769897597177	0.000925994484004804
930017D1	1	0.717421298965107	0.510450264589656	0.168889753621745	0.0776066107969778	0.0285582271309925	0.0131862394032711	0.0108928061703594	0.00278483805618989	0.00226586613895131
930018D1	1	0.727532713501465	0.528207275561953	0.199988336383183	0.0944223819511161	0.0374423883924091	0.0163986254316966	0.0124838964706294	0.00215723357289732	0.00176769767627408
930019D1	1	0.808821364759217	0.594532949431575	0.220303591850434	0.110153470363421	0.0446826971584644	0.0243207160260391	0.0196674850989182	0.00961913691111752	0.00762305507633548
930020D1	1	0.704691141348865	0.607377736220882	0.273304035244372	0.157909900463057	0.0701397301687897	0.0486502139432893	0.0424135735168538	0.00458510321346639	0.00301030777403205
930021D1	1	0.627518272023091	0.606661535350006	0.506644913681863	0.271612701813373	0.237428706056398	0.21583765500618	0.180684174601541	0.190556007957807	0.175907863584716
930022D1	1	0.642625030356071	0.4635179358079	0.226217333566604	0.0775998688632318	0.055251271812818	0.0488969116312647	0.0233037467754016	0.0149885214541544	0.00938933862228448
930023D1	1	0.677845710794523	0.537570562897098	0.28139604861237	0.124058118891032	0.0762070516548277	0.0571260115526582	0.0332574790080036	0.0159530937293993	0.00958701567474239
930024D1	1	0.626256110614422	0.500726555488317	0.304928269077044	0.138434496631598	0.0772224709362791	0.0472512580969331	0.0357409853995623	0.0159429207709695	0.00529276867749313
930025D1	0.950212099893539	1	0.983165080398031	0.840275630038452	0.704095353073262	0.58052751318635	0.448986300544937	0.537729534557959	0.517480990737017	0.492161633546362
930026D1	1	0.620157980330272	0.550808390223912	0.221735420558889	0.135180894869429	0.0560529741151684	0.0442614565649846	0.0272186127117381	0.0192497396028217	0.00807291603093363
930027D1	1	0.674518369687362	0.444419541978003	0.263738953171788	0.111431896029855	0.0558091955475863	0.0407133451796506	0.0282248034708816	0.0115432505279294	0.00720411887819519
930028D1	1	0.590384029401508	0.539936828453998	0.400715228622523	0.231699869381061	0.114717040789244	0.153639233182396	0.113895426634737	0.122800439140317	0.100016068245939
120021B1	1	0.824374064945718	0.606460244097376	0.368209858368379	0.186992744280688	0.104771655797195	0.0788617072305531	0.0569141109856897	0.0173743743968269	0.00871910994326453
120001B1	1	0.665445617274037	0.529261261420136	0.301347218261131	0.179654205341955	0.0855487771087347	0.0472784047497263	0.0418212101643059	0.0158591163087069	0.00964142865453483
120003B1	1	0.850808846923167	0.578700863919006	0.325282241642932	0.143225730020167	0.0775681985738494	0.0519084426548049	0.036963969678864	0.0135861707922608	0.00581430331311705
120004B1	1	0.817075988148657	0.597749843964939	0.279794415946141	0.14525484231525	0.051990035337531	0.0435522358407696	0.0325487606062361	0.00905607699358412	0.00494159994942007
120005B1	1	0.710789397368954	0.594795451964763	0.346400729876248	0.149695385486218	0.0921671862624076	0.0455184143652817	0.0383545122926358	0.0144843336088744	0.00679696065520912
120006B1	1	0.683685778208536	0.583341194175771	0.309375579668932	0.176244700717138	0.0902310236762362	0.0528691208954814	0.043993895487993	0.0122206778732126	0.0113027761778396
120007B1	1	0.743591122224587	0.605208994305747	0.325639010965231	0.204553362782118	0.0984418176225894	0.0793339564632457	0.0821729243966895	0.0239599611334752	0.0149336518488125
120008B1	1	0.743637284370178	0.545091694676921	0.295552022221238	0.156238922592567	0.0889072754203024	0.0457401095937895	0.0466198637990569	0.0106370582851404	0.0066388867603783
120009B1	1	0.775195814489014	0.571066582927455	0.300799245439415	0.141145111414126	0.071195380386358	0.0452495642706671	0.0352111753325854	0.00939429409792888	0.00540723378781308
120018B1	1	0.856140519119521	0.673607902494725	0.381318943870622	0.173069866687201	0.103936103229294	0.0919323046701199	0.0665568911535488	0.0410505294894783	0.0341388022868336
120019B1	1	0.734712528921705	0.578148388475725	0.316096563017682	0.193447276655501	0.118440989341827	0.0962651522707116	0.0769869116879795	0.0291026156435851	0.014328547927545
120020B1	1	0.828051136737846	0.562759001194447	0.293401328298246	0.158063067165131	0.0696643016341205	0.044593311614847	0.0338530901627108	0.0110653522453646	0.0106640344421875
220022B1	1	0.714895344833792	0.566021182824072	0.268180333526451	0.125333943843207	0.0554161291203097	0.0343290083990036	0.0293043938370837	0.00360162959287073	0.00230750160404033
220024B1	1	0.775161781643262	0.586546009715022	0.33598210356816	0.199099131096613	0.0863892353531892	0.0614995106982892	0.0493597344296854	0.0167574864855727	0.00831852902639644
220025B1	1	0.693565804628182	0.459337183595765	0.316888617229856	0.147274936114403	0.0731274330272075	0.0611692778008361	0.033431469727092	0.0153593153520641	0.0077934134416585
220027B1	1	0.743097541667085	0.545041366290145	0.320946112908198	0.152878672822873	0.0852789041883499	0.0562591548817657	0.0357882481416857	0.0116683980610411	0.00836732360924068
220030B1	1	0.683792865159773	0.529985077608214	0.265562937635541	0.155252114939416	0.0663825771288062	0.0343464660576484	0.0370826921641606	0.00838250767101545	0.00606410778082072
320046B1	1	0.848381149913458	0.657719781858392	0.34915024551657	0.19029867699786	0.0927517241954552	0.0560608501990877	0.0483745280329244	0.0120189623899082	0.00810218247001029
320047B1	1	0.953278730555891	0.679706114788217	0.361914273779567	0.175533225696868	0.0954246570389192	0.0622009927233121	0.0337326824937215	0.00869121363849282	0.00513638767997833
320048B1	1	0.805154358093223	0.606680196588371	0.321927895562973	0.165812982830773	0.0792473103115322	0.0475118395871331	0.0407113627614843	0.00945961811658941	0.00677059973885833
320052B1	1	0.798991506148776	0.587434861805122	0.306516413009147	0.162372003803535	0.0772825251247585	0.0437471765745461	0.0384166421707864	0.00859744248220006	0.00424178020660976
420054B1	1	0.82875204458932	0.623640607754602	0.336055045552636	0.175039423898153	0.0865544496514296	0.0521369397715557	0.0463787986457784	0.00933383339243233	0.00576273587617704
420055B1	1	0.83541029952876	0.638035913362754	0.331013100869249	0.182056367706751	0.0918833343918773	0.0524223768856492	0.0485753474457356	0.0125953192851494	0.00733598378546188
420056B1	1	0.820174232674988	0.631152238389176	0.346380302440921	0.183654281458803	0.0880287982317476	0.0536510442264444	0.0479584036115334	0.0115787947716001	0.00718654634044549
420061B1	1	0.7955174418877	0.602825426623287	0.312107450188996	0.16583836198103	0.0800561472091146	0.0428334663384322	0.0431451955996866	0.00788862596504478	0.00429927880318551
420062B1	1	0.769385523886785	0.579654247242938	0.285999342538764	0.15671070109248	0.0758970156908219	0.0408776163825839	0.0385695803590826	0.00732700727522416	0.00471371948714901
420063B1	1	0.809423790402381	0.627047780307418	0.333954096795041	0.179733879626621	0.0902878472524957	0.0492468065678953	0.0448048360037409	0.00860716271149125	0.00485447404210386
420064B1	1	0.973505217214286	0.742992576628135	0.401635043390604	0.217313128612964	0.107451514770647	0.0574334092664841	0.0526892161114154	0.0127505002932838	0.00788362498012339
420065B1	0.968565495495261	1	0.748021883636885	0.389071570150916	0.216357407308465	0.111408687921211	0.0626096253852665	0.0529505374309732	0.0158449027965747	0.0112984734941512
420066B1	1	0.947731253921073	0.740490632246357	0.389646213372672	0.204274178807693	0.105056574040544	0.0569368884143235	0.0502320142621406	0.0110966017591225	0.00563255194623532
420067B1	1	0.81798300714522	0.610044982975535	0.317896714431681	0.17111372032853	0.0831973221008062	0.0477942678337161	0.0422768409264423	0.010080510324213	0.00720117403880027
420068B1	1	0.802516399381468	0.607092141086953	0.307332247955581	0.159119575099097	0.0831662147086312	0.0469072101123627	0.0408881756998569	0.00897910635820467	0.00516311377607563
420069B1	1	0.812131396087177	0.6233100321728	0.34729809049487	0.185025347502455	0.0954788774380505	0.0568988452385704	0.048705674707938	0.0113609106579442	0.0067479627248794
520070B1	1	0.843943854315764	0.656926979506661	0.336155604731553	0.175709543772845	0.0871520006939737	0.0493885709761393	0.0410269060066871	0.00918534955536949	0.00453986522330979
520071B1	1	0.85870432006585	0.690460417562672	0.34908517934328	0.188046795242049	0.088549611238672	0.0499827137091582	0.0405322026719435	0.00925519608651101	0.0049183205822685
520072B1	1	0.91948188495678	0.693481709786912	0.384663362655331	0.21278181245788	0.112477197069859	0.0620429778471108	0.0500608848852735	0.0113749616187475	0.00715617067327929
520073B1	1	0.830274210270931	0.633905588358818	0.337018975355139	0.175975104307642	0.088107745346129	0.0494583122739193	0.0421793168824577	0.00861908532013955	0.00470372086734013
520074B1	1	0.844534299413221	0.635218305843651	0.332265243844959	0.177161499007914	0.084111156535443	0.0470769208265148	0.0425965601393439	0.00872327709480293	0.00564951837532545
520075B1	1	0.783364627716462	0.618182725091534	0.322182274283393	0.164860047847773	0.0855114491229566	0.0494190785257924	0.044558664265163	0.0109453293250632	0.00593235823970803
520076B1	1	0.815412922118321	0.607293837892734	0.324790562612564	0.166923096966954	0.0829684015194059	0.0463714861646148	0.0393918798496708	0.00829059624628633	0.00469508325247144
