Ann_long_1	Ann_long_2	Ann_long_3	Ann_long_4	Ann_long_5	Ann_long_6	Ann_long_7	Ann_long_8	Ann_long_9	Ann_long_10
520077B1	1	0.786919205556531	0.603552782659841	0.319721222422861	0.165830618682205	0.0839292811843526	0.0474113901387446	0.0412074163193493	0.00976097018028679	0.00577587734631878
520078B1	1	0.825148352374873	0.619190240259218	0.317562529721224	0.168005590255092	0.087082116447849	0.0522255658416909	0.0450697506661726	0.0128158194962962	0.00724087904481708
520079B1	0.952945220756886	1	0.745802008569195	0.42143176302953	0.236371348836296	0.121814939327016	0.0691439732543241	0.0599226692231124	0.0173929167236602	0.0108623409392907
520080B1	0.980265350017929	1	0.726790460593252	0.368173488096553	0.19241461437519	0.0919599878435029	0.0482950077176915	0.0417311020560203	0.00711595269049188	0.00321712867132669
520081B1	0.957965995170407	1	0.783410231724967	0.41478239142791	0.233051968428639	0.117212583125786	0.0716673894398679	0.0648021072305253	0.0187739388740097	0.0127693051340787
520082B1	1	0.78511009405371	0.609978457865319	0.308345995503011	0.16353054299365	0.079145018193422	0.0420894670662894	0.0387220348937444	0.00707344641490497	0.00404558354917485
520083B1	1	0.759545084960716	0.55849306351258	0.273124126223715	0.138054068476321	0.0646363190537576	0.0341939049593126	0.0288629920575071	0.0043582331217312	0.00203234827950576
520084B1	1	0.754729269883523	0.579947104829395	0.290858941606035	0.161291770290156	0.0771250471737318	0.0414583260706721	0.0419188173432839	0.00856868945551398	0.00491232518193394
520085B1	1	0.849904026689823	0.648456073397009	0.346762058020816	0.186334830573121	0.0870839773473066	0.0523781071896802	0.042939617130206	0.00999997078237571	0.00553536640745732
620087B1	1	0.889944927128632	0.661616147728777	0.355614977825406	0.189472698896719	0.0931636733799383	0.0503078198866944	0.0418085878178117	0.0090841124053349	0.00607112331206461
620088B1	1	0.90014304138069	0.735835225081691	0.386512565913542	0.196359465077943	0.107740723513097	0.0591215139153028	0.054858988567511	0.0118820209510072	0.00792587611028106
620122B1	1	0.813451033562771	0.601896008808634	0.308726217282774	0.164018773651361	0.0859180793361029	0.0461382034424056	0.0393678262900337	0.00915784406381786	0.00511790802760396
620123B1	1	0.840322545779673	0.628352439660705	0.336163016448833	0.174507726582007	0.0871177273415845	0.0476520811374835	0.0402106550784225	0.00880901927893556	0.00492351150731924
620125B1	1	0.864923015266102	0.662892843008395	0.342470616974877	0.182834639461561	0.0806826967309453	0.04688814278873	0.0388330774112407	0.00709200360902319	0.00329496069833206
620126B1	1	0.836584839069605	0.612512046407935	0.310786064543695	0.155171590940438	0.0771253753386883	0.0431955782940232	0.0377958433953614	0.0097064357760914	0.00483017613043448
620127B1	1	0.840891097304188	0.645685363614149	0.338059171728824	0.17956666178078	0.0907149746004744	0.0507009140429692	0.0449240190964055	0.00998513079006484	0.00588556932813887
620128B1	1	0.818611462783819	0.590778858489571	0.295615999781124	0.144161325379114	0.0701028991189735	0.0370921873035181	0.0314684501727656	0.0052312045703405	0.0024187455330538
620129B1	1	0.786726115654827	0.600559719116442	0.311030899026828	0.159377084394197	0.0831218929002738	0.0435844061086174	0.0369622762951702	0.00861785238973912	0.0062699318202792
620130B1	1	0.9282112358741	0.638153107152123	0.31850058216714	0.164097549285396	0.0922645586514329	0.055148864098603	0.0334853369601491	0.00786994367549964	0.0041400813150693
620089B1	1	0.866410473389235	0.627976610593601	0.330995500626656	0.16450430286837	0.0846818553653069	0.0476276479656317	0.0373046240487139	0.00911381247726848	0.00515854919316694
620090B1	1	0.879567379536009	0.652017857836494	0.348076517709501	0.185628410982657	0.099284083220451	0.0577900050389479	0.0431196697736413	0.0123285742680715	0.00679415030403668
620091B1	1	0.819509938215721	0.639510538855952	0.326725768990656	0.171060131078267	0.0868811126386961	0.0505107666317373	0.0413420546753291	0.0100454609658981	0.00626370086593088
620092B1	1	0.811971837524046	0.584643895488915	0.306250711031776	0.159961617963708	0.082996194744253	0.0502394388068455	0.0421297509376966	0.0112958957622007	0.00555345570356632
720095B1	1	0.818347215290184	0.609236529215724	0.32595385625598	0.168042286692578	0.0846278631479328	0.0452780827504038	0.041175332495573	0.00861886338668418	0.00487402399248658
720096B1	1	0.825589514158041	0.603511787926006	0.318514308597056	0.170193667125437	0.08411128144569	0.0455152891754847	0.040508630890206	0.00797665170797	0.00454638956888304
720097B1	1	0.893172207926639	0.665287418760277	0.358119755911777	0.185511904633389	0.0973616001806613	0.0550582795807833	0.0420902529281389	0.00994036919932609	0.00571601369721701
720098B1	1	0.845015897165509	0.629904167354288	0.326131896979578	0.171624967557584	0.0884083462886862	0.0500883710919227	0.0411777262612529	0.00904021677628165	0.00499553252649196
720099B1	1	0.813047598064938	0.585857058152348	0.321046801817498	0.153431720347997	0.0789417485964962	0.049718300448424	0.0294929564615708	0.00758004538030149	0.00288554244224842
720100B1	1	0.792466336217532	0.567253577013453	0.293140738601173	0.143887905297324	0.0668157447513594	0.0386462987383469	0.031032527014772	0.0046912041004498	0.00283723024524228
720101B1	1	0.814590654390893	0.605640833872708	0.311549652733325	0.157535345725155	0.082179340603398	0.0434627303184334	0.0366473238871587	0.00765056805456768	0.00430588273244406
720102B1	1	0.784366633064265	0.584985615176341	0.304499319196252	0.151825670479146	0.0754506288691764	0.0417838655401275	0.0332454175794669	0.00774552803412456	0.0028698946787217
720103B1	1	0.846710786877614	0.640241101179931	0.334582550026348	0.175720236717445	0.0858176214155954	0.0484847784805906	0.0409818911978109	0.00881811933165649	0.00511388713472008
720104B1	1	0.843985003674079	0.631918802953669	0.341517992764211	0.175796931460177	0.0905219122858213	0.0500403385273987	0.0434938375089793	0.0096501639481985	0.00568925803935947
720105B1	1	0.78985025235167	0.595788696573356	0.298112342029428	0.154692273856909	0.0776963417955233	0.0424345846113914	0.0372152208251723	0.00733539830962415	0.0041934572183828
720106B1	1	0.813012672400177	0.606050625412198	0.299039057180359	0.153155369239084	0.077302924763624	0.04336286281079	0.033749596528249	0.00788661231756655	0.00368485858707257
720107B1	1	0.782632337368462	0.590378654591335	0.312430949174649	0.163868617455663	0.0822989314315638	0.0445781577844206	0.0400262850704869	0.00871670206950607	0.00510329098558485
720108B1	1	0.862111922390866	0.638689949969262	0.33344242417763	0.174020297527638	0.0920193879052288	0.0515918341226428	0.045087025610341	0.00928153832701624	0.00591064050651347
101003T1	1	0.838577848151269	0.631124752466434	0.338981013667957	0.18207407044559	0.09445739065394	0.0501280662100669	0.0454546373681472	0.00898036919851093	0.00566254010566789
