Ann_short_1	Ann_short_2	Ann_short_3	Ann_short_4	Ann_short_5	Ann_short_6	Ann_short_7	Ann_short_8	Ann_short_9	Ann_short_10
310336T3	0.749759896874744	0.710391456893639	0.675902550717693	0.980187837763962	0.894648192005869	0.920663582883108	0.617684123546937	0.832360754716383	1	0.54254824100398
310172T3	0.660042841939237	0.670580780695787	0.588816777296246	0.791544175481667	0.80483212015745	0.699021460686587	0.687773747846781	0.691723334210613	1	0.94885227390231
310055T3	0.434527372566671	0.547416396188685	0.617327799649414	0.778692673385056	1	0.583335085713358	0.745320248532419	0.754482985061291	0.9912610825479	0.860464050071028
310054T3	0.46971822395419	0.64241451852234	0.650909553271836	1	0.525767336711476	0.583513037575108	0.594600613516544	0.409925725087519	0.513851995812414	0.646548992580845
310030T3	0.720330343162209	0.61641899858545	0.794891501880523	1	0.668679599769005	0.521925330251593	0.536298862487548	0.611350849229646	0.936814452590041	0.796522568813321
310194T3	0.736041560256504	0.61759107655058	0.963694436067157	0.91628950628519	0.784162381791898	0.683492582933469	0.644675880205055	0.843969322523472	1	0.534153628352219
310076T3	0.612347879569499	0.811225758510593	0.815672183523264	0.983454808506809	1	0.894353384057745	0.871950576932849	0.939116341636018	0.919979298563474	0.716305604754949
310170T3	0.524546591091659	0.590013816650017	0.577201256246702	1	0.920319246371432	0.665837129570398	0.634077501611215	0.740931787690665	0.668401352086793	0.790464244543903
310146T3	0.536559687220987	0.579063673956029	0.77256390897663	1	0.387650708148352	0.666547638486351	0.569150913426255	0.809634521406997	0.643212225770191	0.707371159838856
310323T3	0.594580371758558	0.347137466967729	0.64416862746603	0.681710317660479	0.600322330901044	0.668514560363623	0.636324791625693	0.647476120616669	1	0.747773506112581
310174T3	0.755017970839682	0.586946108498752	0.642312519661542	0.959711015800125	0.820572760098919	1	0.882277566645276	0.861635668732261	0.947764531615535	0.946090712059427
310173T3	0.762141882989089	0.675519687417912	0.760347918277686	1	0.75243299660807	0.883802475901207	0.672028864879856	0.992882751809667	0.913781368001549	0.681046522517905
310313T3	0.76813178335532	0.682902642654589	0.890961983595905	0.943990329045029	0.761715401583935	0.994022025137921	0.940195437766543	0.78409434627559	1	0.774762161338818
310040T3	0.558717695326393	0.582617312001494	0.776124672758767	0.791819215699659	0.894929265021263	0.719500730532986	0.75095321794376	1	0.802652491917803	0.747560423986144
310257T3	0.537610903358962	0.602026488752925	0.723617537361283	0.942465684447156	1	0.692320005156277	0.766969372522656	0.888368667142755	0.964253330684259	0.934197394390827
310192T3	0.69151904929184	0.796994698790842	0.827020114097293	0.90310518710891	0.933979483786307	0.694804876464549	0.905857111611316	0.827698286774535	1	0.906602197968894
310031T3	0.589581302050155	0.71887718604007	0.730629955001177	0.839395291386041	1	0.847954265721153	0.680928653054438	0.659731807929868	0.742294004935168	0.682495105781316
310287T3	0.638600557591194	0.780877897565327	0.951170145127025	0.941229846021467	0.967446938865566	1	0.72779144704287	0.949996682108695	0.893039987818969	0.905988461080144
310304T3	0.798793933378781	0.713868194365799	0.704587977576332	0.844257011203355	0.841703733232292	1	0.872826155590044	0.673177920698039	0.983503483473596	0.918474941633444
310282T3	0.671419327186429	0.878919673359369	0.96540290757253	0.998301178323676	0.954131753179482	1	0.800591233003131	0.65466404449855	0.63336414392173	0.456599796652107
310222T3	0.925689661784063	1	0.90388518520847	0.976432501530278	0.80986989601244	0.809731903222912	0.716507718044562	0.578658810830299	0.629778157380584	0.513576347599233
930011D1	0.446516678849845	0.669713220342604	0.744851303979488	0.803246152655037	0.837038960013381	1	0.704713858140105	0.508737839251416	0.571266369468144	0.492205979888876
930012D1	0.455156218387233	0.701045679723228	0.826062423122106	0.864550104565732	0.914170764301393	1	0.665348992673016	0.607535475711637	0.616788775445144	0.491096927485846
930013D1	0.43628496148467	0.698808876433464	0.829546155612904	0.860208917044681	0.92442240018354	1	0.64387584538558	0.664920064230665	0.566113693049962	0.457285982845831
930014D1	0.499937727624446	0.711491814361151	0.798092100075091	0.827831113049913	0.896375018982389	1	0.701394339777449	0.695420034129748	0.716911245316518	0.626051743670764
930015D1	0.574867139330986	0.774150363660894	0.876757032305906	0.891676696038148	0.936640606243013	1	0.703874692493458	0.771318540871437	0.74754206158494	0.658756032489137
930016D1	0.595935776177751	0.838663888098845	0.865507375230067	0.901951405464145	0.858835197892838	1	0.797195045195994	0.536301929642544	0.613014134942436	0.42147580235046
930017D1	0.408700909166362	0.605012517157322	0.705681286035543	0.769282092618865	0.849183908278416	1	0.693997343161882	0.566322764244135	0.613010724616529	0.507643610279197
930018D1	0.60024923584805	0.784130096829922	0.842287252544819	0.904268339982962	0.871299402600401	1	0.776301735747843	0.643591013821224	0.776105070951272	0.65022093999322
930019D1	0.652122254692398	0.862594170300256	0.90627083720436	0.934957733557699	0.904423696944313	1	0.754181245185186	0.677119493974714	0.635060111630917	0.510841381133975
930020D1	0.736050181649749	0.880920410198744	0.940980530399104	1	0.875478831171783	0.76108023558934	0.763565184263277	0.720508683686785	0.668039939797758	0.684898497543977
930021D1	0.539559559271492	0.711593487150307	0.758138625583726	1	0.766839181146586	0.877306087688278	0.614622383686523	0.818653515924869	0.851772978665708	0.798206422304486
930022D1	0.612620393432775	0.73300049032289	0.900948849125822	0.986683853872864	1	0.932107802209022	0.787388827158167	0.843644254411192	0.812581911817394	0.733325655183846
930023D1	0.496063579085757	0.633329127476398	0.640867914451193	0.930006650925882	0.895179760830947	1	0.698591890559233	0.744880849381204	0.871393397859059	0.660023755397136
930024D1	0.678745348962026	0.781643496770832	0.979684749685527	0.977772575912716	1	0.947779112561694	0.71255235918114	0.787761006843042	0.920520055482245	0.660375365817159
930025D1	0.691874075453977	0.859266399044849	0.963893188553602	1	0.964320213327954	0.826261403913157	0.760807169807702	0.90215941555971	0.953954335150251	0.872702390340905
930026D1	0.646686254146313	0.595478181910687	0.706975262553316	1	0.944007866553561	0.839179440165395	0.746896330560953	0.707554996103175	0.752792192681763	0.823794350908965
930027D1	0.613791758750055	0.713537397773982	0.888054307149528	0.890841051877447	0.890337993396933	1	0.66717771178525	0.791619002134787	0.761265983212633	0.639227948846076
930028D1	0.64554563111228	0.788505963024048	0.767873570962057	0.840124394319591	1	0.941612561234159	0.625030496185096	0.827179614775541	0.932902617003817	0.74640820379541
101001T1	0.621894380288145	0.85647216410548	0.920289956137052	0.978281239761954	0.921823092632651	1	0.77166106633758	0.660396156444976	0.608511226436951	0.424153466658039
101002T1	0.577296537589358	0.783221231100051	0.871180259105341	0.900871581213614	0.929723088853803	1	0.717928070026341	0.775604443580508	0.760905428008693	0.71693238077304
101003T1	0.529001321290184	0.740489626356973	0.815730276873832	0.833273864815174	0.920147848180751	1	0.709141715307766	0.744484133909228	0.758388080552753	0.68890028008213
101004T1	0.574933056896312	0.79874191217526	0.875625858251655	0.904524747478475	0.95605371009862	1	0.712031895442047	0.754739838371797	0.647861262655483	0.518532087901172
101005T1	0.560018158857092	0.760890443248669	0.845843735501235	0.882956230622597	0.937566871414065	1	0.716306187534628	0.764134845415237	0.724713736357182	0.630445437677415
101006T1	0.527293993624792	0.738712539855144	0.802345174788048	0.875318327505667	0.949481147641638	1	0.753578828011647	0.80239588988844	0.82696472055306	0.77926300719709
101007T1	0.527298469195667	0.710207320967344	0.793922996678397	0.889984897151207	0.922699506897457	1	0.789957671119458	0.744627916879133	0.830381259033825	0.719255718829652
101008T1	0.620039684752938	0.799812942464029	0.871924616101446	0.94383276310603	0.974121372992842	1	0.735234673745703	0.7683100104817	0.701226587879406	0.566198821689885
101009T1	0.566165707338652	0.782336332287536	0.857083903402044	0.88464774431394	0.932281225887635	1	0.702960531395057	0.739605675084001	0.652076212993974	0.560642942757467
101010T1	0.518989115392118	0.734035366344988	0.810878012536643	0.846232309147382	0.899576988674302	1	0.708845496227608	0.706862101565585	0.712255289586073	0.590457292743121
101011T1	0.632734378373093	0.867933882334608	0.929992793873841	0.961545948868055	0.94486373339001	1	0.757134968577418	0.69948239152871	0.6062596912681	0.462712476292381
101012T1	0.574225523265536	0.801434883973097	0.851123815237685	0.915486286883591	0.920292724101511	1	0.741742040881403	0.742448148413355	0.68970395077649	0.551216175804138
101013T1	0.674051382991071	0.895818840292179	0.987066865554813	0.982741075573569	0.993242526631654	1	0.70895688390355	0.735895099104696	0.507282508143932	0.376154768823018
101014T1	0.63240138942217	0.827851152226417	0.923136410248146	0.957265090748926	0.949581393601289	1	0.71842912387187	0.769509136273535	0.680535825156115	0.590287860625246
101015T1	0.630597624980012	0.847267740874177	0.916162510083079	0.955911806175506	0.976498277849824	1	0.729796401092308	0.801884590897205	0.706170853291857	0.636072847100537
101016T1	0.528541761461896	0.729865662996006	0.806978759648567	0.889375707351495	0.931549623182156	1	0.740430921701316	0.811021655890552	0.813357773923271	0.789950929733783
101017T1	0.511529484188967	0.717468601762526	0.780770499326815	0.854246642449742	0.885477800705694	1	0.751949813944745	0.6866662878141	0.732810667577499	0.572773383708991
101018T1	0.588717534718309	0.819482545160771	0.896944072429411	0.89348526874059	0.933411783578988	1	0.694866206501385	0.716170371266942	0.589198718580806	0.468350388304835
101019T1	0.504801691288399	0.702947181945825	0.791312577196745	0.826788989788163	0.897314777311082	1	0.708770267193965	0.735142813956089	0.723917961869083	0.605413919463319
101020T1	0.536996034131087	0.744229636684537	0.823428994433813	0.836805761710579	0.906988279923217	1	0.697538754521145	0.731946933478728	0.719935724912661	0.605478615212555
120021B1	0.715994326086634	0.816387677613236	0.846848491773643	1	0.828633381788735	0.890971376832218	0.851730450775585	0.660123428939493	0.687589781548391	0.559711038013001
