0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
120018B1,0.008395808131650391,0.0065513802577341455,0.007619865155212158,0.006017590940843093,0.003936084484076766,0.004627201178577811,0.005350943366131621,0.006266813457218372,0.008233043171864934,0.010214498116602787,0.010143084537365073,0.00809982240856615,0.007487731908348466,0.007283822576768691,0.007849512375755778,0.008597723683099159,0.0071727146476501125,0.007245578248801284,0.007487006897391736,0.00718775862500222,0.007783173873215159,0.007880144088677541,0.0075105697534854,0.00785948127641079,0.007436437383159953,0.007835193409360399,0.008190811283635524,0.008137341725576827,0.0001865090686182995,0.00015714612487081208,0.00031882356822117474,0.0003351363147475566,0.000130139466732691,0.00012107682977358997,0.004309827632270093,0.004214851196938714,0.003426220528757741,0.005076889224488405,0.0002929044265181457,0.0003351363147475566,0.0003351363147475566,0.0002639039882490224
120019B1,0.005086858125143415,0.004622851112837442,0.005733024140327321,0.004384322508073904,0.0027117222309022146,0.0034753400210760683,0.004560500170558828,0.005224247701443388,0.006732632996916166,0.008114866385918258,0.007964607865136362,0.0063195580043203395,0.005760574556682988,0.005734655414979959,0.0056877109555318155,0.006504798303764365,0.004399185232686829,0.004342634378062039,0.004685020802376876,0.004423110594258857,0.004764590754877784,0.004940043406405979,0.00451681826041596,0.004903611605830393,0.004769303326096516,0.00478416605070944,0.005028857248605171,0.005238929173317132,0.0011429797732818235,0.0011563924759812932,0.00016639001456909518,0.00016058992691527052,0.0011473298390221925,0.0010188216469421394,0.00026752904303266285,0.00018234025561711303,0.00015913990500181433,0.0001310457304286011,0.0011826741231626865,0.0013008509091093636,0.0008966573007334574,0.0007705053942627708
120020B1,0.01172070837920538,0.008799095476330386,0.01067669260151694,0.008586123507791511,0.005318136620339675,0.006300888972184593,0.007681309833794863,0.009582288562335898,0.012500457663166436,0.01585073329420691,0.015788926110145842,0.012512782849430812,0.011021979069658691,0.010888214548142358,0.011756777674302605,0.01247943234542132,0.011764390289348248,0.01138140325145664,0.011891267206775665,0.011218094533453637,0.011634975833572285,0.01164349471231384,0.011313795979741744,0.011503023839447771,0.01150900517984078,0.01144266667730016,0.011533293046891172,0.011512086476406877,0.00018016522274692882,0.00021478449593069474,0.000624415686482062,0.0006398221693125338,0.00028438554777659075,0.00028130425121049643,5.836338201661072e-05,2.7006658138121108e-05,2.265659239775261e-05,1.975654857084028e-05,0.0002073531336242319,0.00025049128554955285,0.0002325472643705328,0.00020970941923359818
220022B1,0.009429492503205454,0.007493713248741472,0.007373361429924609,0.0070007057981663744,0.0042445766461645645,0.005514795842352168,0.00703804386243787,0.009235189566802329,0.011491423664140124,0.012645278601772869,0.010555797024482531,0.008807070596854394,0.00834850116672388,0.008468127974584017,0.008989773357949872,0.009799610596615141,0.009838398682800094,0.009228301962713412,0.00947408067704423,0.00907749968371397,0.008841871122777343,0.009097074979545629,0.00888645929661612,0.009228301962713412,0.0092344645558456,0.008982523248382591,0.008623280319323827,0.008849846243301351,1.8125273918202086e-06,1.4500219134561671e-06,3.2625493052763764e-06,7.250109567280836e-07,1.0875164350921256e-06,1.4500219134561671e-06,2.5375383485482925e-06,1.0875164350921256e-06,3.625054783640418e-07,1.0875164350921256e-06,1.486272461292571e-05,9.425142437465086e-06,1.0512658872557213e-05,6.887604088916794e-06
220023B1,0.002988857669111525,0.002879381014645584,0.003161772782291173,0.003270161920322021,0.0027376413726052434,0.003082021577051083,0.003435826923934388,0.0040045980194875685,0.004553068808252365,0.005388643935881481,0.004535306039812528,0.004157575331357195,0.003933909451206581,0.0038197202255219093,0.004163737924489384,0.004178238143623945,0.004265239458431315,0.004107912080821321,0.0042898898309600714,0.004160475375184107,0.004097399421948764,0.004274302095390418,0.004089061795946391,0.004309102621313365,0.004240589085902561,0.004269952029650049,0.004176425616232125,0.004179325660059038,2.5375383485482925e-06,2.9000438269123342e-06,3.9875602620044586e-06,1.4500219134561671e-06,5.437582175460626e-06,4.350065740368502e-06,1.4500219134561671e-06,3.625054783640418e-07,7.250109567280836e-07,3.625054783640418e-07,9.062636959101044e-06,1.1962680786013377e-05,6.887604088916794e-06,3.9875602620044586e-06
220024B1,0.0005763837105988264,0.0005096827025798426,0.0006619350034927403,0.0005209203724091281,0.0003867933454144326,0.0005071451642312943,0.0006575849377523718,0.000755098911432299,0.000982027340888189,0.0010378531845562516,0.0009298265520037672,0.0006978230458507804,0.0007065231773315173,0.0007384236594275531,0.0006782477500191223,0.0009120637835639293,0.0007456737689948339,0.0006260469611347003,0.0007163108252473465,0.0006807852883676705,0.0007250109567280836,0.0007431362306462856,0.0006844103431513107,0.0007239234402929914,0.0006778852445407581,0.0007097857266367937,0.0007579989552592112,0.0007507488456919305,3.625054783640418e-07,0.0,3.625054783640418e-07,1.0875164350921256e-06,3.625054783640418e-07,7.250109567280836e-07,0.0,0.0,3.625054783640418e-07,0.0,2.5375383485482925e-06,1.4500219134561671e-06,1.4500219134561671e-06,0.0
220025B1,0.0010726537104791996,0.0009671646162752633,0.0011480548499789205,0.0009189513876528461,0.0005622459969426288,0.0007790242730043258,0.0011306545870174464,0.001319882446723476,0.0019053287942814039,0.002009730372050248,0.0018440653684378804,0.001336195193249858,0.0013046572166321864,0.001380420861610271,0.0013209699631585685,0.001762139130327607,0.0012194684292166364,0.0011092667637939678,0.001232156120959378,0.0012241810004353694,0.0012858069317572562,0.001265869130447234,0.001241218757918479,0.0012760192838414273,0.001154217443111109,0.0013213324686369324,0.0014293591011894167,0.0013311201165527615,0.0,3.625054783640418e-07,3.625054783640418e-07,3.625054783640418e-07,3.625054783640418e-07,0.0,7.250109567280836e-07,0.0,0.0,3.625054783640418e-07,2.9000438269123342e-06,1.0875164350921256e-06,3.625054783640418e-07,0.0
220026B1,0.0017309636591882995,0.001526873074869344,0.0015805238856672222,0.0014202964642303154,0.0008779882685977093,0.0011143418404910644,0.0013771583123049947,0.0017418388235392207,0.0021565450907876844,0.002526300678719007,0.0021579951127011407,0.001803102249382744,0.0016102493348930734,0.0017063132866595447,0.0017737393056352566,0.0019122163983703202,0.0019281666394183386,0.001813252402776937,0.001875240839577188,0.0017860644918996336,0.00175343899884687,0.0018426153465244245,0.0017306011537099356,0.0017635891522410634,0.0018360902479138718,0.0017606891084141509,0.0017052257702244525,0.0017603266029357868,7.250109567280836e-07,7.250109567280836e-07,0.0,3.625054783640418e-07,3.625054783640418e-07,7.250109567280836e-07,7.250109567280836e-07,0.0,7.250109567280836e-07,0.0,4.350065740368502e-06,7.975120524008919e-06,8.700131480737003e-06,5.437582175460626e-06
220027B1,0.001830652665738411,0.0014710472312012815,0.0018081773260798407,0.0014735847695498301,0.0008522503796338622,0.0012879819646274405,0.0018828534546228327,0.0022254211316768526,0.0030421459744310385,0.0031791730452526467,0.002981607559544244,0.0022072958577586503,0.0022080208687153785,0.002268196778123809,0.0021652452222684217,0.0028761184653403075,0.0021576326072227764,0.002005742811788243,0.0021670577496602423,0.002127907157996925,0.002194970671494273,0.0021670577496602423,0.0020981817087710733,0.0021927956386240885,0.0020202430309228052,0.0022163584947177514,0.0022848720301285553,0.002286684557520376,3.625054783640418e-07,0.0,7.250109567280836e-07,3.625054783640418e-07,0.0,0.0,1.0875164350921256e-06,0.0,0.0,3.625054783640418e-07,1.4500219134561671e-06,2.175032870184251e-06,7.250109567280836e-07,7.250109567280836e-07
220028B1,0.006186880999239101,0.005080151773793682,0.005300192599160655,0.004728521459780561,0.002668765331716076,0.003766794425680758,0.004868086068950717,0.006124167551482122,0.007802930421785998,0.008743269632662323,0.007669890911226395,0.006086104476253898,0.005684810911704903,0.005777974819644462,0.0061067672885206465,0.006688951086773299,0.006417071978000268,0.006189781043066014,0.0062100813498544,0.0058994141548964155,0.00588092637549985,0.005966840173872128,0.00590340171515842,0.0059885905025739705,0.005974452788917772,0.005850475915317271,0.005659798033697785,0.005820387960613055,0.0009327265958306796,0.0010320530969024268,9.787647915829127e-06,3.2625493052763764e-06,0.0017168259455321018,0.001726976098926295,4.3863162882049045e-05,1.3412702699469545e-05,1.0512658872557213e-05,2.175032870184251e-06,6.16259313218871e-06,6.887604088916794e-06,3.625054783640418e-07,3.625054783640418e-07
