id	Ann_short_1	Ann_short_2	Ann_short_3	Ann_short_4	Ann_short_5	Ann_short_6	Ann_short_7	Ann_short_8	Ann_short_9	Ann_short_10
320004D1	32.2484864438173	32.3321982805161	32.3239067619013	32.5293426491482	32.3588067089369	32.4633165759972	32.2712002893363	32.0738579261161	32.2396429755434	32.0268836827575
320005D1	31.5967934373586	31.7786374919002	31.7974166345262	31.9748283218091	31.8984531013164	31.9705404373956	31.8145242749968	31.390056126773	31.8009795867468	31.4688116408242
320006D1	30.9954691794531	31.1441889721517	31.1825428748771	31.3294149744932	31.2339204780936	31.2543421760467	31.1153384325645	31.0227189146673	31.1326411911736	30.8727667459257
320007D1	31.0191971518626	31.2623430727953	31.3869211082147	31.4732871041174	31.4046386844243	31.4642973145357	31.2807721544507	31.241456209942	31.3010799814607	31.045600549639
320008D1	30.8724327083737	31.1226840083533	31.2379347222357	31.3465999543892	31.2630676582642	31.2685315086912	31.1383616496391	31.0109718371207	31.1473531441577	30.9299823452496
720095B1	32.4535983186898	32.9130967199949	33.0493756176964	33.1141988457403	33.1567160657676	33.2187543559702	32.7729874674387	32.8180689425463	32.6870944640679	32.4727084818124
720096B1	32.6228213666189	33.0574350809407	33.2123243230855	33.2501625925618	33.2838304480804	33.3496289851399	32.9100012091854	32.9723434349654	32.782854886591	32.5476784358876
720097B1	32.8851739372678	33.324869756447	33.4436171671769	33.5103033388327	33.5055461767936	33.6248024873228	33.224237360486	33.1643389164717	33.1263481214965	32.8399943540861
720098B1	31.9242414195133	32.3588947493077	32.5073414287728	32.571596167985	32.5751913498743	32.6129871623817	32.2035424644276	32.1973768635105	32.1008759592925	31.7968151963768
720099B1	30.9214951998841	31.1979215569679	31.1560931713703	31.2457116106518	31.0591738339674	30.9986669654354	30.9423668216699	30.4981143197925	30.1744091453271	29.4846944655607
720100B1	31.7083100127241	32.1400182925226	32.2171083026746	32.2801075536383	32.1842334563887	32.1388116235954	31.7226813796035	31.7739294002475	31.1955941413697	30.6887703982457
720101B1	31.486517090686	31.9254348006636	32.0500453666021	32.1295223791151	32.119509391389	32.1766007698989	31.7557828482903	31.7588997481116	31.6745332171552	31.3213482275221
720102B1	31.2693298284808	31.706363693746	31.7859908049343	31.8249471525471	31.745649470118	31.7451963216816	31.353568105127	31.2682617730396	30.829139948669	30.3107019474273
720103B1	32.9366228746476	33.3743258806426	33.5218994690181	33.5840729196668	33.6092559900306	33.7016783198937	33.2482916311426	33.3266470187164	33.198869106495	32.935356442657
720104B1	32.5931796788396	33.0498311469608	33.1782807569444	33.2568183696316	33.2875324863603	33.3765803220885	32.9556106648863	32.9707170345342	32.9380882756875	32.7185831275353
720105B1	31.4901088644273	31.9210986490013	32.0390953511514	32.0481556850325	32.0525609429071	32.0168706521423	31.622444592052	31.6798785003276	31.3092379506279	30.8989059143643
720106B1	32.152022476297	32.6035553544802	32.6933955435729	32.7118279009172	32.7077676498597	32.7153048681787	32.2963212559471	32.2478082801543	31.9114321844785	31.4360499124728
720107B1	31.266819337637	31.7221535055894	31.8981454065856	31.9581294321117	31.998181614633	32.0940916107846	31.6391061213624	31.7701866764311	31.7505215677346	31.5635844568385
720108B1	30.6352558952917	31.0976573405223	31.1789090570908	31.2602087016991	31.2767874684403	31.2290795234331	30.9132537248549	30.8624799132262	30.8330786427754	30.4478412274068
820109B1	34.9885554861301	35.4674483253541	35.6126013018703	35.6310752970874	35.7354883861177	35.9098017284872	35.4032345939637	35.4459779745747	35.4248326589601	35.2520747241631
820110B1	32.9176327979784	33.3676056100049	33.4914367845021	33.5456621394758	33.5954729217785	33.6654635286334	33.2721502016763	33.3125086155661	33.2706601664898	33.0281190322577
820111B1	32.7174807466466	33.2097772552711	33.3096556035682	33.3634985861186	33.4123603628445	33.4961931683207	33.0828400015298	33.1222751939644	32.9961713029631	32.7191714890526
820112B1	32.7746553949843	33.2414303306424	33.4194993190034	33.4297199899977	33.5460519982131	33.6339322379353	33.199487024961	33.3299109957221	33.3439972126799	33.2145765426703
820113B1	32.5928456443299	33.0753380100219	33.2472604966521	33.3193623496128	33.3950768300676	33.5016619979852	33.0838080732914	33.1745646356383	33.1780458031308	33.0465442963065
820114B1	32.2025208441426	32.6459953850638	32.7999040654582	32.9383715715974	32.967329994231	33.072460433112	32.6793281659569	32.7221451655461	32.7166547649084	32.4953429816742
820115B1	34.2695562551663	34.7469481442765	34.9054649388886	34.9749624469868	35.0693670996683	35.255480755936	34.7924488972026	34.8768002656548	34.9304366063684	34.8157180051226
820116B1	33.5411801895716	33.9994686475526	34.1228364301383	34.2302425823433	34.2743404463418	34.4118017819062	34.0900525304733	34.1291489370535	34.1582354225916	33.9480618880295
820117B1	34.1653567403888	34.6312959107058	34.7887576041843	34.852729089737	34.9483139331498	35.1166548334374	34.6286602180393	34.7137340180598	34.7158819103311	34.5747531211188
820118B1	33.6727985280891	34.4395085178202	34.5276804413579	34.5922648557327	34.6412858611699	34.8453247170021	34.2778632959743	34.2940589621149	34.3812063821199	34.2046807486562
820119B1	33.4517268201872	33.9154706241765	34.0882923431692	34.159698866148	34.2697747626373	34.3994417087642	33.9441325641918	34.0490550297119	34.0691898436404	33.9571832883249
820120B1	31.2406185318393	31.7005312464046	31.8631438264211	31.9386587055386	31.9744738944091	32.0343424481503	31.6026682542904	31.7469796294613	31.6835707136063	31.5258861038722
930001D1	33.5651030864167	33.9573579746434	34.1220285082214	34.0745534832951	34.193318636882	34.3253647675939	33.8591668573258	33.896582344177	33.8775326359239	33.6245548656806
930002D1	33.9740188304598	34.3723391356151	34.5240029687784	34.4892447491893	34.6196419863328	34.7705645215085	34.2838453613715	34.3209641801683	34.3858460366062	34.2288274554477
930003D1	33.0091770967462	33.3985676571562	33.549349241153	33.589360111043	33.7101350789101	33.778436218342	33.3451985338058	33.4701107476154	33.3682916413146	33.1502534545969
