id	Ann_long_1	Ann_long_2	Ann_long_3	Ann_long_4	Ann_long_5	Ann_long_6	Ann_long_7	Ann_long_8	Ann_long_9	Ann_long_10
310003T1	32.847961238226	32.5900020376803	32.4224164851375	31.5530495901726	31.0383871677235	30.1955467289171	29.4822749392078	29.5077647603386	25.6872680566616	23.8365098197988
310004T1	28.9490729704336	28.1659537982742	27.7856184106419	26.0378028110252	25.5017619579869	24.4397678556179	24.1320568354242	24.4086530212343	23.13967886485	22.8057977109324
310005T1	35.09899651604	35.0251302436767	34.8741430856369	34.0616801505088	33.5384695949019	32.8104481237673	32.2450077107009	32.2671794114676	29.349340907365	27.2463756778415
310006T1	29.8282793850503	29.1560861873727	28.8562293401655	26.7295939837648	25.9345617266155	24.5883332969847	24.3523440437661	24.1241193788048	22.8222761208113	22.488429535651
310007T1	29.6176313192196	29.1255487904379	28.5963139015665	26.5079111199781	25.9867007963383	24.6601517891837	23.7838402678622	24.1066697526213	22.4137302095778	22.1142327126776
310008T1	29.2506761451492	28.4323017079689	28.039654218517	26.0249543253862	25.4169061891847	24.1278311782024	23.9995030049529	24.1809052994993	22.7598449542384	22.36994121735
310009T1	30.6438806111044	29.9006152931593	29.5230955505377	27.6145522075468	27.0554937349018	25.6701594163429	25.3867301397015	25.6164777472278	24.1647904654525	23.918600149593
310010T1	32.4669047050699	31.9152698896164	31.4266163650178	29.8472224952542	28.9383200138484	27.6380565038726	26.709161095151	26.8091705555675	24.8962743625967	24.6969590877844
310011T1	31.0719190659526	30.6778823841502	30.2967139249149	28.3685954029806	27.8048176990407	26.3840280130086	25.9122855391086	26.0405217561161	24.5325636624321	24.0110122059486
310012T1	29.7067672982222	29.0604347800793	28.8807804997761	27.2477215243105	26.6777490475992	25.6936489999701	25.1929411849836	25.3988154242003	23.9937638608114	23.6078296120922
310013T1	31.1935165530827	30.5779270372293	30.099307633828	28.3479526753127	27.5465339677759	26.2913595376552	25.6844822470263	25.7955317503302	24.2126473943632	23.8365098197988
310014T1	30.3203931073478	29.6297351258801	29.1857847347224	27.1100201327159	26.4762343671332	25.1326277140317	24.9132048408569	24.917027625618	23.7727947575954	23.2489719233379
310015T1	29.4487458220137	28.7312520237461	28.3945018737903	26.8141232152737	26.1872219913269	25.2675276935967	24.789946546172	25.0274121293459	23.7934786770181	23.3287532522357
310016T1	29.3168917455001	28.636539487284	28.3167117189887	26.5389779126636	25.9283103572203	24.6348789066058	24.2217911870164	24.2570640626619	22.7991554560019	22.2747908544124
320001D1	29.959819997487	29.3328982949635	28.8323684402337	27.218392000722	26.4652127320941	25.1510562787144	24.8418951187143	24.8167748992325	23.4855870895693	23.1019470102566
320002D1	29.6410832300309	28.9329452249469	28.5310882183496	26.8991035307276	26.0746238552543	24.8354737285934	24.4773558930122	24.5020535218696	23.0430838687989	22.5896859068898
320003D1	29.6810190348941	28.9491871138189	28.5310882183496	26.8115510439344	26.0017066861937	24.7478976449959	24.5670813676942	24.4699998837463	22.8222761208113	22.9108723676025
320004D1	29.3351132475262	28.4738179147511	28.061598865444	26.4306762646311	25.6660912309654	24.604002783637	23.8682750413429	24.0348374718624	22.4432477927425	22.3903227183478
320005D1	30.004036177566	29.3048146143095	28.7247994221921	27.2065012021173	26.1872219913269	24.9520547430778	24.3372472001262	24.1527724333302	22.3937380374068	21.9621644952311
320006D1	29.9549764124644	29.3745156291831	28.9018115135151	27.3416207862494	26.2697318745559	24.8083438112685	24.3771825424881	23.8938200427531	21.51253926628	21.3517344649725
