Ann_long_1	Ann_long_2	Ann_long_3	Ann_long_4	Ann_long_5	Ann_long_6	Ann_long_7	Ann_long_8	Ann_long_9	Ann_long_10
310222T3	29.8440837141266	29.5024011738436	29.0133364420091	28.5312616087311	27.5991606760133	27.155836605959	26.6556070243789	26.3509887049309	26.4497956086066	25.9743211992063
930011D1	31.3964971497097	31.0047483944319	30.6064598629328	28.5667526531475	28.055551362747	26.8119122549702	26.4158981795526	26.5588637906808	26.1187902641559	25.9911816343283
930012D1	32.7620342595589	32.2576756853563	31.773670940611	29.6604028832309	28.9007655255856	27.5531501203298	26.9894888457657	26.9558857442894	26.5421630483833	26.3612094780207
930013D1	33.1112055737352	32.5502314078913	32.052442347136	29.863625218236	29.0482927179035	27.3722325801377	26.6052579699459	26.674493278252	25.6850008713345	25.4340431501706
930014D1	34.3227618031967	33.9884268211884	33.6383023875356	32.4048575215197	31.3909361413979	30.1964076865773	29.0968585504337	28.8024262713809	25.5229163473542	25.2322068449516
930015D1	33.963721943194	33.7038476757819	33.4388413428916	32.3670105238769	31.4924118916962	30.4311187761162	29.385077651765	29.1697996902958	25.1409894513526	24.68462383675
930016D1	34.2267814654912	34.0776350292128	33.6934027443779	32.7023386669142	31.6684170687649	30.7272469435249	29.8379102247766	29.0053733987674	25.0414744094333	24.1500726855584
930017D1	33.7390995908682	33.2599920729674	32.7689418958198	31.1732532998602	30.0514229524465	28.6091498220322	27.4942765807084	27.2186190655746	25.2509087406566	24.9533779394848
930018D1	33.3711722291202	32.9122562544809	32.4503483076516	31.0491599965687	29.9664449169677	28.6319885045014	27.4408909294336	27.0473843374466	24.5145703361707	24.2272595007284
930019D1	32.5754811132733	32.269374124461	31.82530978574	30.3930460354518	29.3930679659642	28.0913411966004	27.2138106272804	26.9074374140442	25.8756042808278	25.540066128188
930020D1	27.8309254922473	27.3259884754692	27.1115914240207	25.959504158297	25.1680990239171	23.9973011829507	23.4695154518622	23.2715953434793	20.0620954177153	19.4550522033311
930021D1	26.4032437837162	25.730973156774	25.6822075307436	25.422290665354	24.5228666368013	24.3288100618101	24.1912622679813	23.934785840722	24.0115307838028	23.8961356656757
930022D1	25.5969044865093	24.9589535667471	24.4876015565795	23.4526858695461	21.9091025111248	21.4190559705948	21.2427916429967	20.1736102267096	19.5369063720841	18.8621437409878
930023D1	26.2399075994636	25.6789364333913	25.3444336435762	24.4105815748445	23.2289956589968	22.5259759102519	22.1101992164518	21.3297302229173	20.2698876377704	19.5352051059259
930024D1	25.85638107293	25.1812057533327	24.8584759472557	24.1429228829548	23.0036564724474	22.1615456009999	21.4528776257385	21.0501042940166	19.8854408409519	18.2946193900725
930025D1	26.4433212230916	26.5169997399975	26.4925053207564	26.2659342883149	26.0108424661468	25.7324360880785	25.361743071285	25.6219523582897	25.5665775124117	25.4942038420168
930026D1	25.071119921723	24.3818276042811	24.21074236242	22.8980310750874	22.1840830966157	20.9140546549766	20.5733146603692	19.8718572688526	19.372102662106	18.1184255228907
930027D1	25.7194711287156	25.1514007675815	24.5494652900127	23.7966537009635	22.5537052795912	21.5561177899901	21.1011167031803	20.5725784744982	19.2826644766321	18.6025088320117
930028D1	25.4784630292118	24.7181886296135	24.5893255589943	24.1591122727448	23.3687921652197	22.3546146485733	22.7760816027937	22.3442447524517	22.4528506541891	22.1567667314894
120021B1	30.3938152035685	30.1151862266554	29.6723001826775	28.9524153622804	27.97486940022	27.1391355815522	26.729283956631	26.2587454049049	24.5469200451065	23.5522117894618
120001B1	26.811151818937	26.2235444925235	25.8932037857263	25.0806504713726	24.3344464303609	23.2640428611794	22.4084769866217	22.2315304384064	20.8326080135355	20.1146144732714
120003B1	27.7879940979497	27.5549010379428	26.9988838009129	26.167758065549	24.9843566942539	24.0996032053888	23.5201071131482	23.0302576088813	21.5862768037612	20.3618161473892
120004B1	27.1960111695508	26.9045533300569	26.453624923003	25.3584502445742	24.4126693337683	22.9303901155928	22.6749017641247	22.2547575891799	20.4091131087155	19.5352051059259
120005B1	27.7754896206132	27.2829836870062	27.0259551417561	26.2460034955934	25.0355912752534	24.3358866387314	23.3180837330527	23.0710297472697	21.6661267418681	20.5745951076258
120006B1	28.1687785300792	27.6201838503927	27.3911903926533	26.4762097584139	25.6644303147513	24.698545893614	23.9273476781776	23.6622256922319	21.8142466530551	21.7015995099438
120007B1	29.2874702076526	28.8600516587098	28.5629755410731	27.6688156549823	26.9980193675625	25.9428853137366	25.6315525172946	25.6822771286551	23.9042395857463	23.222181020587
120008B1	27.4531690090479	27.0258400198503	26.5777398529096	25.6946530059677	24.7749948198566	23.9616143011327	23.0027726417396	23.0302576088813	20.8984120430228	20.2183260683782
120009B1	29.2324930603005	28.8651257466508	28.4242239303692	27.4993659134055	26.4077441270684	25.4204205034321	24.7665407703995	24.4046702550171	22.4984935349763	21.7015995099438
120018B1	28.0876516456129	27.8635711576313	27.5176326143422	26.6967217564533	25.557078108675	24.8214204263587	24.6443673641193	24.1783835031677	23.4811962865359	23.2152079001102
120019B1	27.0838534116308	26.6391051935974	26.2933651413772	25.422290665354	24.7138657354534	24.0060937633052	23.7070108626581	23.3846104202892	21.9811460453142	20.9588896343957
120020B1	28.4143765260508	28.1421682960379	27.5849656585866	26.6453238336163	25.7529487397691	24.5709398955431	23.9273476781776	23.5298078675339	21.9165697137189	21.8632736813705
220022B1	29.3340477415391	28.8498517045703	28.5129756922591	27.43532309059	26.337896835313	25.1604974922126	24.4696197370963	24.2413085471874	21.2169132727668	20.5745951076258
220024B1	26.6628876003492	26.295456947741	25.8932037857263	25.0893438938793	24.3344464303609	23.1298829652074	22.6396063427181	22.3223660429466	20.7638371809279	19.7534317534352
220025B1	26.8233522725425	26.295456947741	25.7009777528923	25.1654000161037	24.0599361048369	23.0499088031429	22.7923033256686	21.9207028634299	20.7986099915224	19.8198233414229
220027B1	27.3515287471721	26.9231522488401	26.475966380664	25.7119317403916	24.6419878113788	23.799861457359	23.199760438222	22.5471584820077	20.9302790663407	20.4505106954243
220030B1	27.1189206425247	26.5705519171002	26.2029442870043	25.2060463636731	24.4316054694926	23.2058690920905	22.2552261190892	22.3658104386469	20.2205182561239	19.7534317534352
320046B1	30.8075098578217	30.5702943290781	30.2030548249656	29.2894297501357	28.4138472946185	27.3770277688113	26.6506472919876	26.4379012536889	24.4289660200405	23.86003614962
320047B1	31.532062276777	31.4630322894103	30.9750452835699	30.0657821901386	29.0218783178963	28.1425681833329	27.5251436928496	26.6423531360582	24.6858356407289	23.9270320892157
320048B1	32.0825058022196	31.7698430996376	31.3615139266476	30.4473153013789	29.4901346787756	28.4250115828254	27.6869366792621	27.4640811271267	25.3585034609083	24.8760051507602
320052B1	31.3704903417585	31.0467424132257	30.6029911329986	29.6645265747282	28.7478651512192	27.676776385462	26.8558240609666	26.6683655768889	24.5086136160983	23.4893759247708
420054B1	32.30096143753	32.0299738671019	31.6197482134281	30.7277309073177	29.7867132375959	28.7707132363251	28.0394111527237	27.8705706979628	25.5576468685032	24.8619310509784
420055B1	31.6192722995378	31.3598291348252	30.9709818364339	30.0242325219399	29.1617294068352	28.1752193219789	27.3655988782214	27.2556404248006	25.3083038039085	24.5284784650601
420056B1	31.6923924536106	31.4063947781066	31.0284523941662	30.1628212495881	29.2474568881573	28.1865118361019	27.4721425146994	27.3103199004851	25.2600213558913	24.5719067859877
420061B1	30.9682573381198	30.6382228055286	30.2380695130045	29.2883720388825	28.3761070150727	27.3254133344421	26.4231395817476	26.4336010664885	23.9822470880381	23.1065677238931
420062B1	31.8408053925451	31.4625839830068	31.0540699142333	30.0348891281678	29.1669809962042	28.1209923620251	27.2282602764117	27.1444126521551	24.7482451560599	24.111887014426
420063B1	32.740683519709	32.435650677821	32.0673308037121	31.1584052374691	30.2646178056356	29.2713591439033	28.3968575053046	28.2604817877099	25.8804369771223	25.0542142303921
420064B1	31.7665333378858	31.7277939536636	31.3379530396098	30.4504903955545	29.5643805781834	28.5482910639372	27.6445673512396	27.520184864156	25.4732310035465	24.7796082029962
420065B1	31.6593826892611	31.7054611753495	31.2866135577309	30.3435686454535	29.4969495948168	28.5393948224051	27.7079894546832	27.4662503127587	25.7256237948481	25.2377328528008
420066B1	31.9221157710852	31.844665691437	31.4886691606692	30.5623524723288	29.6306945285293	28.6713541193981	27.787623233648	27.6068667083556	25.4283775123112	24.4501202002066
420067B1	31.9958903182134	31.7060330961239	31.2828778501376	30.3425203291457	29.4489176667087	28.4085712210591	27.6088717285743	27.4319017059627	25.3636028053295	24.8783381681445
420068B1	31.2988467986839	30.9814495777319	30.5788342011686	29.5967178587022	28.647030032622	27.7109881784849	26.8848003055062	26.6866743047526	24.4996343825138	23.7013039041744
420069B1	31.5689859105822	31.268770978016	30.8870077488021	30.0432322942491	29.1347807416316	28.1803113253076	27.4335290941566	27.2092195915967	25.1092082025729	24.3576536302539
520070B1	30.5455881837599	30.3008071117451	29.939393106059	28.9727892927362	28.0368526432229	27.0252657777641	26.2059092199305	25.9383023532579	23.7791385243214	22.7624533674182
520071B1	28.8286576976369	28.6088910526136	28.294288313362	27.3103087103081	26.4178213224338	25.3312874809572	24.5062307395882	24.2038700868379	22.0731369692555	21.1610391876354
520072B1	29.2973442046504	29.1762372616265	28.7692739424955	27.9190125361417	27.0647909514002	26.1450486577944	25.2867559472548	24.9771718074663	22.8393496922718	22.1707477157847
520073B1	32.0051244038807	31.7367841954098	31.3474642954951	30.4360261314986	29.4985676501718	28.5005370627782	27.6674812238381	27.4378039441767	25.146874894088	24.2731425681572
